family,lead,target,tf,L,H,direction,thr_name,n,mean_net,t,p,q,ic_L1H1,robust
F5,BTC-USD,BTC-USD,4h,3,3,rev,p80,199,-0.0028845,-1.9143,0.97324,1,-0.012657,False
F5,COIN,COIN,1d,3,1,rev,p70,130,0.0060341,1.2275,0.11094,1,-0.016464,True
F5,COIN,COIN,1h,3,3,rev,p80,22,0.0047616,1.0935,0.14329,1,-0.0032213,False
F5,COIN,COIN,4h,2,1,rev,0,93,0.0021491,0.86772,0.20111,1,-0.037782,True
F5,CONL,CONL,1d,2,1,rev,p80,43,0.024339,1.7218,0.046232,1,-0.0093391,False
F5,CONL,CONL,1h,3,3,cont,p70,28,0.011466,1.3743,0.094508,1,-0.0072496,False
F5,CONL,CONL,4h,2,1,rev,0,93,0.0066451,1.3311,0.098592,1,-0.042429,True
F5,DOGE-USD,DOGE-USD,1d,2,2,cont,p80,95,0.016048,1.3588,0.088734,1,-0.024137,True
F5,DOGE-USD,DOGE-USD,1h,3,3,rev,p80,836,-0.0032639,-4.0362,0.99998,1,-0.01394,False
F5,DOGE-USD,DOGE-USD,4h,3,3,cont,p80,214,-0.0038039,-1.3309,0.90767,1,0.0008198,False
F5,DOT-USD,DOT-USD,1d,3,1,rev,p80,127,-0.00022869,-0.041425,0.51649,1,-0.0089925,False
F5,DOT-USD,DOT-USD,1h,1,1,cont,0,7708,-0.0042025,-40.328,1,1,-0.011567,False
F5,DOT-USD,DOT-USD,4h,3,3,cont,p80,198,-0.0017021,-0.5844,0.72019,1,0.014077,False
F5,ETH-USD,ETH-USD,1d,3,3,cont,p70,123,0.0093767,1.5212,0.065397,1,-0.05156,True
F5,ETH-USD,ETH-USD,1h,1,1,cont,0,8078,-0.0039687,-50.173,1,1,0.0026027,False
F5,ETH-USD,ETH-USD,4h,2,2,cont,p80,257,-0.0021624,-1.4607,0.92734,1,0.027694,False
F5,ETHA,ETHA,1d,3,3,rev,p70,8,0.048892,2.0503,0.03975,1,-0.034291,False
F5,ETHA,ETHA,1h,2,2,cont,p80,24,-0.0013505,-0.39464,0.65872,1,-0.0037209,False
F5,ETHA,ETHA,4h,3,3,rev,p80,10,0.01634,1.5596,0.076645,1,-0.023579,False
F5,HOOD,HOOD,1d,3,1,rev,p70,125,0.0070903,1.5606,0.060579,1,0.024894,True
F5,HOOD,HOOD,1h,2,2,rev,p70,43,0.0041266,1.7841,0.047846,1,-0.053167,True
F5,HOOD,HOOD,4h,3,3,cont,p70,21,0.021177,1.7478,0.047918,1,0.01408,False
F5,IBIT,IBIT,1d,3,3,rev,p70,14,0.026938,2.2072,0.022943,1,-0.058896,False
F5,IBIT,IBIT,1h,2,2,cont,p80,26,0.00070067,0.27003,0.39468,1,0.016892,False
F5,IBIT,IBIT,4h,3,3,cont,p70,13,0.0065492,0.67974,0.25478,1,-0.036815,False
F5,IWM,IWM,1d,3,3,rev,p80,56,0.0012021,0.34619,0.36526,1,0.0092576,False
F5,IWM,IWM,1h,3,3,rev,p80,14,0.00096183,0.39181,0.35078,1,-0.082304,False
F5,IWM,IWM,4h,3,3,rev,0,29,0.0039569,1.4437,0.079956,1,-0.019943,False
F5,LINK-USD,LINK-USD,1d,3,1,rev,p80,124,0.010198,1.4222,0.078754,1,-0.072047,True
F5,LINK-USD,LINK-USD,1h,3,3,rev,p80,825,-0.0030939,-3.8958,0.99995,1,-0.014498,False
F5,LINK-USD,LINK-USD,4h,3,3,cont,p80,216,-0.0016829,-0.66486,0.74657,1,0.0096104,False
F5,LTC-USD,LTC-USD,1d,2,2,cont,p80,116,0.0037184,0.58413,0.28014,1,-0.057737,True
F5,LTC-USD,LTC-USD,1h,3,3,rev,p80,858,-0.0026494,-3.6052,0.99985,1,-0.022718,False
F5,LTC-USD,LTC-USD,4h,3,3,cont,p80,208,-0.0032529,-1.1936,0.89623,1,-0.013326,False
F5,MARA,MARA,1d,3,3,rev,p80,41,0.045002,2.1724,0.017905,1,0.037784,True
F5,MARA,MARA,1h,3,3,rev,0,94,0.0013925,0.4944,0.31109,1,-0.005235,False
F5,MARA,MARA,4h,3,3,rev,0,34,0.022626,2.1564,0.01922,1,-0.12359,True
F5,MSTR,MSTR,1d,2,2,cont,p80,91,0.022093,2.2746,0.012653,1,-0.051833,True
F5,MSTR,MSTR,1h,2,1,cont,p80,54,0.0014288,0.67526,0.26399,1,0.025247,False
F5,MSTR,MSTR,4h,1,1,cont,p70,23,0.00018121,0.0394,0.48497,1,-0.010905,False
F5,MU,MU,1d,3,3,rev,p80,53,0.0018488,0.28379,0.38885,1,-0.065418,False
F5,MU,MU,1h,3,3,cont,p80,22,0.010585,2.3585,0.014059,1,0.11205,False
F5,MU,MU,4h,3,3,rev,p80,6,0.056043,1.7828,0.067357,1,0.047776,False
F5,NVDL,NVDL,1d,3,3,rev,0,89,0.023292,2.3129,0.011532,1,-0.085061,False
F5,NVDL,NVDL,1h,2,2,cont,p80,34,0.0049571,1.4371,0.080054,1,0.10251,True
F5,NVDL,NVDL,4h,2,2,cont,p80,13,0.017759,1.9834,0.035343,1,0.1184,False
F5,RIOT,RIOT,1d,2,2,cont,p80,83,0.016665,1.3897,0.084195,1,0.01539,True
F5,RIOT,RIOT,1h,3,3,rev,0,84,0.00049143,0.1881,0.42563,1,0.014648,False
F5,RIOT,RIOT,4h,1,1,rev,p80,14,0.0086306,1.8237,0.045629,1,-0.070963,False
F5,SBIT,SBIT,1d,1,1,cont,p80,13,0.0076842,0.48193,0.31926,1,-0.0005603,False
F5,SBIT,SBIT,1h,2,2,cont,p80,30,0.0031543,1.0427,0.15286,1,0.038913,False
F5,SBIT,SBIT,4h,2,2,rev,p80,11,0.021769,2.2861,0.022658,1,-0.04963,False
F5,SHIB-USD,SHIB-USD,1d,2,2,cont,p70,116,0.032168,1.9593,0.026246,1,0.013019,True
F5,SHIB-USD,SHIB-USD,1h,3,3,rev,p80,851,-0.0033398,-4.7053,1,1,-0.014424,False
F5,SHIB-USD,SHIB-USD,4h,3,3,rev,p80,220,-0.0035813,-1.5135,0.9342,1,-0.02762,False
F5,SMH,SMH,1d,3,3,rev,p80,51,0.010363,1.9662,0.027419,1,-0.061942,True
F5,SMH,SMH,1h,3,3,cont,p80,20,0.0031909,1.8427,0.040515,1,0.094576,False
F5,SMH,SMH,4h,2,2,rev,0,34,0.0067337,1.3971,0.085857,1,0.039773,True
F5,SOL-USD,SOL-USD,1d,3,3,cont,0,260,0.012197,2.0785,0.019325,1,0.014082,True
F5,SOL-USD,SOL-USD,1h,3,3,rev,p80,859,-0.0032624,-4.7792,1,1,-0.031971,False
F5,SOL-USD,SOL-USD,4h,3,3,cont,p70,297,-0.0029238,-1.606,0.94547,1,0.029232,False
F5,SOXL,SOXL,1d,3,3,rev,0,197,0.014882,1.9936,0.023789,1,-0.065358,True
F5,SOXL,SOXL,1h,3,3,cont,p70,32,0.014457,2.9949,0.0026784,1,0.10291,True
F5,SOXL,SOXL,4h,3,3,rev,p70,11,0.068266,2.0014,0.036606,1,0.038974,False
F5,TQQQ,TQQQ,1d,3,3,rev,0,186,0.0099753,1.7775,0.038566,1,0.0045456,True
F5,TQQQ,TQQQ,1h,3,3,cont,p70,32,0.0068236,2.6707,0.0059744,1,0.051683,True
F5,TQQQ,TQQQ,4h,1,1,cont,0,99,0.0023523,1.6266,0.053517,1,0.081451,True
F5,TSLL,TSLL,1d,1,1,rev,p80,53,0.011758,1.7505,0.042966,1,-0.031046,False
F5,TSLL,TSLL,1h,1,1,cont,p70,74,0.0021291,0.99363,0.17329,1,0.10613,True
F5,TSLL,TSLL,4h,3,1,cont,p80,14,0.012532,1.8945,0.076766,1,0.052436,False
F5,UNI-USD,UNI-USD,1d,3,3,rev,0,304,0.0074306,1.2049,0.1146,1,-0.06488,True
F5,UNI-USD,UNI-USD,1h,3,3,cont,p80,867,-0.0033764,-4.0585,0.99997,1,0.00042108,False
F5,UNI-USD,UNI-USD,4h,3,3,cont,p80,212,-0.0042746,-1.2221,0.88928,1,-0.003879,False
F5,XLM-USD,XLM-USD,1d,1,1,rev,p80,146,0.0069297,1.3934,0.082821,1,-0.00018685,True
F5,XLM-USD,XLM-USD,1h,3,3,rev,p80,846,-0.0021013,-2.3348,0.99011,1,-0.0043948,False
F5,XLM-USD,XLM-USD,4h,3,3,cont,p80,219,0.0046098,1.1758,0.1515,1,-0.0090638,False
F5,XRP,XRP,1h,2,2,cont,p80,21,0.0024436,0.8447,0.20413,1,0.080844,False
F5,XRP,XRP,4h,1,1,cont,p70,21,0.002552,0.98252,0.16879,1,0.10695,False
F5,XRP-USD,XRP-USD,1d,1,1,cont,p80,61,0.01891,1.8166,0.037137,1,0.141,True
F5,XRP-USD,XRP-USD,1h,3,3,rev,p80,830,-0.0021316,-2.5508,0.99524,1,-0.026205,False
F5,XRP-USD,XRP-USD,4h,3,3,cont,p80,204,0.0023263,0.73531,0.24428,1,-0.0025599,False
F5,XXRP,XXRP,1h,2,2,cont,p80,20,0.0058873,1.0415,0.16053,1,0.058664,False
F5,XXRP,XXRP,4h,1,1,cont,p80,11,0.0047764,0.62681,0.27241,1,0.084859,False
